"","SP09-1935 JA","SP01-1399 JA","SP10-1808 JA","T002235 FFPE","SP01-2474/2 JA","T061117-3 FFPE","T001803 FFPE","SP10-2529 JA","SP09-00448 JA","SP01-1096 JA","T100080-4 FFPE","T022833 FFPE","SP04-1732 JA","SP00-5875 JA","T960067 FFPE","T022120 FFPE","T061532-2 FFPE","SP10-1007 JA","T080803-6 FFPE","95-11-P018 SN1 BSDNA","95-11-P018 SP1 BSDNA","93-10-3403 SP3","96-04-P033 SP1","T010889 BSDNA","T980548-1 BSDNA","95-08-P248","T090396-2 BSDNA","95-04-P093","95-06-P073","T990-515-1 BSDNA","95-07-P029 SP1 BSDNA","96-02-P402 BSDNA","96-04-P009 SP5","94-09-2902 SP1","95-08-P418","93-05-6301 SP3","95-08-P250","T021134-1 BSDNA","95-01-P045","95-01-5401 SP1 BSDNA","95-08-P358","95-08-P243","T00203P-2 BSDNA","95-10-P864 BSDNA","94-03-1902 SP2 BSDNA","96-02-P046","95-07-P004","95-08-P043 BSDNA","94-12-P065 BSDNA","T030486-1 BSDNA","T012369-1 BSDNA","T001585-1 BSDNA","95-01-5401 SN1 BSDNA","T000086-1 BSDNA","93-05-6301 SN2","T030521-1 BSDNA","T002020-1 BSDNA","T010722-4 BSDNA","T020949 BSDNA","94-06-3702 SN1 BSDNA","95-09-P113","95-12-A091","94-11-P036","96-02-P050 SP1","95-12-P310 SP1 BSDNA","96-02-P004 SP2 BSDNA","96-02-P012 SP1","95-08-P340 BSDNA ","95-12-P310 SN1","94-04-1903 SP1","96-04-P017 SP1","95-08-P284","95-10-P044 SP2 BSDNA","96-04-P029 SP1","94-11-P037 BSDNA","96-06-G032 SP1","95-08-P318 BSDNA","94-11-V046","94-08-P018 BSDNA","94-09-P003 BSDNA","94-03-1902 SN2","95-11-P306 SP1","95-08-P313 BSDNA","95-08-P271","91-04-A132","95-09-P067","94-10-P003 SP1","95-05-G051 SP1","96-02-P067 SP3","95-08-P415 BSDNA","95-05-G051 SN1","96-04-P023 SP BSDNA","T020755","T001798 Frozen","T010164","T012619","T021211","T000966 Rep","T022614","T000966","T980907","T010736","T980805","T012688","T970159"
"MAPK10_E26_F",0.4397717,0.5088366,0.5594534,0.4760601,0.4413956,0.7923962,0.6758046,0.4318595,0.5995874,0.4252692,0.4014154,0.7230644,0.312467,0.6697639,0.6188112,0.4856833,0.6727251,0.5349435,0.7653524,0.5885658,0.3562081,0.4315399,0.6981866,0.1743261,0.1622064,0.7661452,0.2904023,0.1140724,0.4765657,0.4125632,0.3720313,0.4442095,0.6739267,0.5307987,0.5423159,0.4410916,0.5296707,0.254328,0.6240043,0.6893571,0.7821701,0.8287663,0.3715737,0.7533215,0.6361749,0.7233369,0.6609902,0.8651151,0.4293879,0.5449092,0.565444,0.3451838,0.3038615,0.533387,0.5235616,0.681282,0.3761337,0.6100165,0.8378182,0.6448792,0.7851058,0.5634987,0.5963004,0.7683805,0.3614796,0.4064647,0.4755114,0.743363,0.443416,0.5163431,0.6451105,0.6650386,0.6843208,0.7113688,0.5599467,0.6446335,0.7409293,0.6483617,0.5764155,0.7310825,0.5246599,0.4130751,0.1238544,0.7987239,0.7385081,0.7499161,0.7285486,0.5295668,0.3164564,0.6350366,0.4516923,0.7402223,0.5059817,0.579546,0.6779714,0.4646729,0.500236,0.7057402,0.6438038,0.7293088,0.7028143,0.684787,0.5371996,0.8174791,0.6249077
"MAPK12_E165_R",0.06202574,0.06549089,0.07119969,0.06082593,0.04695022,0.07502301,0.08548157,0.04550119,0.08118168,0.05183627,0.08514492,0.08058046,0.05519205,0.1014874,0.06743532,0.09664659,0.04523982,0.1155355,0.08616863,0.03874313,0.04698116,0.06012276,0.0822643,0.1050697,0.04646927,0.05633749,0.04158226,0.07190107,0.09512445,0.03502176,0.03523551,0.0492557,0.06231895,0.08837386,0.09214828,0.07816719,0.1273131,0.07137713,0.1271401,0.2663133,0.08920753,0.07650768,0.04734887,0.040782,0.1432817,0.1038614,0.08416243,0.09801915,0.06778447,0.07136952,0.05922007,0.06936958,0.0658587,0.05031806,0.04139592,0.08038983,0.07961386,0.0970145,0.06525881,0.07239432,0.129885,0.1193672,0.06094043,0.1576686,0.09500631,0.06322502,0.03327806,0.09534091,0.06237277,0.1734666,0.07000628,0.1385076,0.09531523,0.1014848,0.09305833,0.09637389,0.06866964,0.03163938,0.04400057,0.07304282,0.08446517,0.06679948,0.08278381,0.07838129,0.2471675,0.08245358,0.09757496,0.08689358,0.04686087,0.04584228,0.03878196,0.05801409,0.0841388,0.06364914,0.07269982,0.04250799,0.07540028,0.1063024,0.08679444,0.1146473,0.08186688,0.09170506,0.1437389,0.07367787,0.08043121
"MAPK12_P416_F",0.10909,0.1154972,0.127679,0.06045308,0.1521154,0.07173727,0.0871177,0.06128902,0.1775583,0.07694893,0.09507741,0.1529223,0.1758729,0.1971603,0.06836425,0.1035952,0.08464354,0.1044254,0.07799684,0.05748879,0.06422807,0.09234967,0.1998609,0.1416911,0.09462807,0.06956756,0.05504602,0.1169812,0.07757238,0.03303341,0.0737303,0.07759747,0.1437672,0.08086615,0.199806,0.1173956,0.1307251,0.1024813,0.08431295,0.08870959,0.1064769,0.1074815,0.08867612,0.1167001,0.1831741,0.1998998,0.1214806,0.1684464,0.1586095,0.1394039,0.1675196,0.09679665,0.124848,0.1096476,0.08817343,0.1064376,0.1065299,0.1247837,0.1253799,0.1151841,0.2376925,0.1398246,0.1131387,0.1089841,0.07549803,0.1028617,0.07680877,0.09997676,0.166909,0.09082354,0.0821116,0.1587357,0.1157893,0.1659519,0.1202851,0.1407326,0.05254079,0.03533146,0.08090615,0.1081126,0.1616116,0.1313867,0.0788774,0.1622752,0.05260215,0.1088046,0.09874672,0.1048658,0.06937317,0.06488751,0.07784137,0.08399739,0.09003001,0.08239394,0.09187117,0.05258386,0.1104856,0.1637024,0.1575304,0.1741094,0.09214132,0.1365221,0.1828247,0.09741865,0.1324677
"MAPK14_P327_R",0.1337052,0.09183542,0.2606993,0.07618195,0.0576405,0.1033874,0.4572555,0.2811173,0.1419293,0.240035,0.09587582,0.08240288,0.1869647,0.236106,0.08719613,0.1028011,0.1373726,0.1658373,0.4294365,0.07247705,0.1519028,0.1419083,0.1286565,0.4469938,0.1556414,0.09233069,0.08089804,0.06238601,0.06338469,0.07660082,0.06443773,0.2703491,0.09559871,0.1472066,0.1990628,0.2007818,0.3670722,0.1216841,0.2478645,0.2925483,0.1770307,0.09915221,0.1241223,0.3468858,0.09173824,0.1969227,0.1514631,0.1465494,0.1034342,0.1658529,0.191594,0.1614992,0.1692879,0.1132259,0.09860402,0.1574455,0.1695036,0.07829013,0.1689812,0.1779774,0.1216361,0.1539411,0.1224433,0.1240269,0.1873761,0.1048225,0.1466397,0.3676705,0.1789907,0.1094504,0.1191624,0.1101924,0.2736215,0.1719937,0.1843949,0.1308108,0.08224937,0.100361,0.1861044,0.5171931,0.1337805,0.108146,0.123902,0.1530299,0.171407,0.1306323,0.07853491,0.4259546,0.07375012,0.08083778,0.1830142,0.1178012,0.0617465,0.1649603,0.2550133,0.1074629,0.2246127,0.09702209,0.2337445,0.1302281,0.1571382,0.2064356,0.09697263,0.08087085,0.2078444
"MAPK4_E273_R",0.507918,0.6599727,0.6981787,0.5245376,0.5375087,0.7388929,0.6556953,0.3986039,0.4890524,0.5336453,0.6213882,0.7598832,0.3922515,0.7547444,0.6114216,0.6564996,0.6317273,0.4483405,0.8100817,0.2990568,0.3648351,0.5263333,0.752511,0.2894832,0.3855681,0.6042889,0.3871394,0.2696457,0.3699011,0.5656743,0.2380916,0.5450635,0.7422779,0.6171841,0.608191,0.542524,0.5912044,0.505775,0.6719266,0.6265416,0.7881085,0.6908485,0.4737357,0.6174791,0.6733292,0.7239056,0.7272652,0.8309121,0.754626,0.5809323,0.6643518,0.5517794,0.6290475,0.5243273,0.4316144,0.6820247,0.5000724,0.6189872,0.7645012,0.5652416,0.798201,0.645193,0.6588255,0.7363626,0.6804483,0.572091,0.507616,0.7695453,0.7326069,0.7078596,0.7743846,0.6195519,0.7287093,0.7529163,0.7070388,0.6183681,0.6342763,0.1924126,0.5618896,0.7174289,0.5603467,0.5775012,0.5512826,0.6551543,0.7914392,0.6713979,0.6826745,0.750549,0.6120216,0.3845105,0.308602,0.8041261,0.5799978,0.5812876,0.6117304,0.5573308,0.6177508,0.7210696,0.6358516,0.7586726,0.6229818,0.6117643,0.5920783,0.8114097,0.5811723
"MAPK9_P1175_F",0.7116728,0.6659078,0.7743719,0.6550023,0.6285008,0.8218173,0.792868,0.6971692,0.7140743,0.6367019,0.7163822,0.8031688,0.5157202,0.7726629,0.5778098,0.7097957,0.7308019,0.783539,0.7211065,0.7329863,0.5066783,0.6262553,0.813302,0.2434251,0.7819937,0.8076313,0.7890062,0.6396784,0.6588799,0.7500377,0.5671516,0.7638333,0.720654,0.7480596,0.7382336,0.7022274,0.7769132,0.8296677,0.8027852,0.816355,0.8401177,0.8449495,0.7736465,0.7539848,0.8174461,0.8012727,0.7973439,0.8405618,0.8400603,0.8678641,0.861824,0.8426303,0.8524036,0.7950228,0.7926105,0.8380225,0.8709999,0.8686028,0.9067286,0.8775374,0.84951,0.8327303,0.8461964,0.8122793,0.7925691,0.743829,0.657171,0.8135793,0.8562244,0.8214325,0.8139564,0.7958969,0.8005594,0.8496544,0.8647964,0.7436152,0.7894292,0.6528028,0.6596907,0.8610253,0.8382469,0.7856912,0.8686062,0.8070236,0.8396507,0.8423951,0.8325548,0.6594102,0.7897558,0.7942445,0.5389729,0.8827712,0.7524986,0.7386912,0.832615,0.7062348,0.8365216,0.783392,0.8113058,0.8156455,0.8168882,0.8517634,0.7985842,0.8504752,0.8472267
"MAS1_P469_R",0.7093051,0.6660808,0.6164731,0.7078207,0.7303551,0.8406754,0.8273569,0.6613757,0.7565959,0.4014547,0.5224964,0.7458376,0.5647286,0.7728288,0.7202626,0.6942144,0.7260211,0.7704152,0.6894,0.7309254,0.5969221,0.6907115,0.8578393,0.2680444,0.8089213,0.8265104,0.8340386,0.7340021,0.7076377,0.7738134,0.6956822,0.7301275,0.8462706,0.7891228,0.7746705,0.7527371,0.6398844,0.8648552,0.7408196,0.6457778,0.6954023,0.8676525,0.8153535,0.7611457,0.8435363,0.6605012,0.832736,0.8739843,0.8336671,0.8612753,0.8995474,0.8722277,0.8395404,0.8214718,0.8196738,0.8339725,0.8679045,0.8447843,0.869574,0.8271879,0.8380616,0.8418693,0.8792869,0.8377478,0.6216291,0.800908,0.761409,0.7979972,0.8603467,0.8358338,0.777415,0.8454194,0.8424446,0.8407533,0.8297616,0.8289291,0.7962981,0.7031866,0.7363154,0.7608938,0.8457615,0.8082457,0.7597194,0.8345306,0.8580625,0.8540443,0.8388048,0.8199056,0.722666,0.8089941,0.5168286,0.8583769,0.7736576,0.8071457,0.8612801,0.7261059,0.7899212,0.7824914,0.8438032,0.8322517,0.8383256,0.8319293,0.8126825,0.851369,0.824874
"MAS1_P657_R",0.7634783,0.7688841,0.6960793,0.6396999,0.694461,0.8273422,0.788047,0.7710518,0.7443731,0.7528484,0.7854529,0.8019972,0.5214387,0.8371174,0.6839237,0.7520764,0.7822962,0.8392326,0.825628,0.7722895,0.6754187,0.7223235,0.8376314,0.23766,0.811035,0.8330025,0.8798722,0.674038,0.6427501,0.8100101,0.729462,0.8319829,0.9084922,0.823501,0.8189581,0.7941723,0.8206125,0.8972118,0.8392483,0.8445029,0.8432014,0.8509806,0.8704612,0.8430451,0.8707771,0.8789766,0.8644455,0.8550608,0.8691034,0.8714662,0.8990068,0.8749753,0.8426172,0.858346,0.8618776,0.8746905,0.8907365,0.8639717,0.8713486,0.8585512,0.8702568,0.879493,0.8824819,0.8653327,0.8319865,0.8353473,0.8121296,0.8541442,0.8663635,0.8550885,0.8286632,0.8919477,0.8396561,0.8738959,0.885399,0.8297727,0.8015694,0.7223232,0.7871785,0.8689648,0.8760186,0.8447524,0.8787093,0.8678516,0.8542057,0.8875263,0.8374866,0.8820655,0.7236833,0.8449319,0.6959787,0.850655,0.7422803,0.8178839,0.8786433,0.7600316,0.7949628,0.8188226,0.8594934,0.8726963,0.8568322,0.8661666,0.845449,0.8917012,0.8450435
"MATK_P190_R",0.1820078,0.1357255,0.3078118,0.07551316,0.3177318,0.08621547,0.2555975,0.2831648,0.4222295,0.06768571,0.6907356,0.08999294,0.0688394,0.2170211,0.75303,0.4434886,0.0680085,0.1852743,0.1023955,0.08220036,0.1727354,0.257016,0.1286033,0.2234515,0.2435747,0.1444848,0.219827,0.1251155,0.08227396,0.150799,0.06753537,0.2467026,0.2334085,0.4232103,0.358072,0.2659994,0.4205509,0.3673084,0.1311971,0.3224512,0.1305208,0.2393436,0.2556895,0.3293287,0.2311397,0.2234688,0.1640268,0.1525544,0.2576589,0.4821881,0.4264631,0.4609123,0.5293353,0.2888687,0.2042437,0.3787484,0.230556,0.2074617,0.2528867,0.3539339,0.2475146,0.2626505,0.2364648,0.2564817,0.5043363,0.1815446,0.2018714,0.1580596,0.4140669,0.2460354,0.2138374,0.2718984,0.2151221,0.3857318,0.3013326,0.4299389,0.1277822,0.06412914,0.2256939,0.1455656,0.2620536,0.2646625,0.1355044,0.3150635,0.1858615,0.2269769,0.2579538,0.6090754,0.1075135,0.1125091,0.1752898,0.1175878,0.1315359,0.1420188,0.3249925,0.1122337,0.2167644,0.2229154,0.3711895,0.2661043,0.3673083,0.4026822,0.1381448,0.1668815,0.1460102
"MATK_P64_F",0.1039611,0.04984196,0.1571853,0.06842685,0.07781677,0.07645968,0.05504852,0.1147026,0.1411998,0.05887903,0.2620583,0.07969736,0.07768734,0.07855545,0.06150487,0.0811597,0.0460078,0.08773902,0.3033737,0.02780039,0.04708923,0.06546349,0.05889685,0.1085022,0.04339763,0.0365377,0.04229633,0.03674816,0.02794781,0.02883811,0.0244766,0.15848,0.04921275,0.09411766,0.1047629,0.07272047,0.2264895,0.06198611,0.07215273,0.1680027,0.04908676,0.05117127,0.06115882,0.2964751,0.04876965,0.065808,0.08700508,0.06085557,0.06038254,0.07429592,0.06911981,0.06961101,0.05157981,0.03936346,0.03830981,0.07515468,0.06629143,0.06769741,0.06872182,0.05728114,0.06956995,0.07337497,0.06530367,0.07505427,0.2269325,0.04598955,0.1310862,0.0806535,0.07829731,0.07215718,0.06281991,0.05784931,0.1006235,0.06562275,0.06897133,0.08547837,0.03291741,0.02497973,0.1203694,0.07741252,0.07044028,0.07611942,0.06073767,0.1093638,0.08938789,0.06143097,0.08103159,0.4386789,0.03794183,0.03198678,0.04890136,0.05922481,0.06274056,0.05059124,0.06510799,0.0448437,0.06453662,0.08542564,0.09340457,0.08296652,0.072376,0.0859109,0.05917182,0.07001871,0.07934812
"MBD2_P233_F",0.418752,0.5295596,0.4712466,0.6112529,0.5522566,0.6347731,0.6872062,0.4405214,0.570932,0.5499329,0.7173755,0.5596848,0.302751,0.6900799,0.6503162,0.609113,0.3767972,0.6726884,0.4439301,0.3666658,0.4941366,0.5341653,0.5349991,0.1327343,0.4290299,0.4694282,0.3771673,0.3413517,0.4416909,0.3431113,0.3006743,0.5927318,0.5819749,0.6412515,0.6503737,0.5990658,0.5642946,0.4971712,0.6041041,0.5646428,0.5972799,0.5257978,0.4111413,0.4891137,0.6697416,0.6318305,0.6930742,0.6611263,0.6077898,0.6026698,0.6159566,0.6465477,0.6026151,0.4994292,0.5615854,0.5784872,0.5278105,0.6682473,0.6210145,0.6561777,0.5379414,0.4802862,0.6766973,0.6107845,0.3846009,0.6516992,0.5220596,0.5962445,0.6591342,0.5777006,0.3770162,0.6855288,0.5737872,0.5835204,0.6209415,0.6539581,0.4338449,0.1684808,0.4153226,0.6460828,0.5485093,0.5851989,0.2659162,0.5912047,0.4888169,0.5753744,0.6439248,0.524268,0.2233335,0.5026903,0.2435205,0.6405641,0.5433748,0.354958,0.51585,0.4358835,0.645316,0.6017503,0.5848917,0.6879199,0.6078235,0.6516373,0.5454692,0.6660703,0.5126424
"MC2R_E455_F",0.7715293,0.8068554,0.7231885,0.3419088,0.621049,0.7729667,0.7642701,0.7878066,0.6541035,0.759918,0.6535727,0.9032395,0.4366876,0.7497134,0.8398041,0.5937123,0.7616578,0.8360631,0.8416941,0.8007584,0.4860101,0.6025578,0.820587,0.2071918,0.8082268,0.8380872,0.8662596,0.4757449,0.7317441,0.8087669,0.2425767,0.8696813,0.6400449,0.7247751,0.7289717,0.6931881,0.5151922,0.8902386,0.8777104,0.5677944,0.8850904,0.8893737,0.8206772,0.8152619,0.8900676,0.6973531,0.8838676,0.4751741,0.8900455,0.8855885,0.8996992,0.8952371,0.8954686,0.8609557,0.8504232,0.9056167,0.8896819,0.8943714,0.8984953,0.9033802,0.711698,0.8783433,0.8976613,0.8561181,0.6941818,0.8624958,0.7806541,0.8932753,0.888353,0.8768995,0.8616468,0.8795651,0.86514,0.86607,0.878819,0.7638929,0.8310938,0.7038736,0.7910877,0.8632172,0.8919738,0.8573603,0.8770747,0.7769741,0.8933851,0.8843856,0.8711722,0.8393728,0.103457,0.8722155,0.6489275,0.8926296,0.7603801,0.8291932,0.8842294,0.7932463,0.8673144,0.8512614,0.8548002,0.8679758,0.8585256,0.8176666,0.8788846,0.9010299,0.8720093
"MC2R_P1025_F",0.2722014,0.1960346,0.4537647,0.07767845,0.4071971,0.6389875,0.6569334,0.1954045,0.3222933,0.2941119,0.6811607,0.08113593,0.229963,0.334965,0.1309702,0.4983114,0.4288255,0.2598925,0.5918788,0.3144531,0.2075565,0.3736772,0.2017302,0.4461725,0.149581,0.6853709,0.1142557,0.09039151,0.1628517,0.2590642,0.1229022,0.2178865,0.151993,0.4811044,0.5895701,0.3181355,0.3954993,0.2674603,0.2924496,0.347584,0.269874,0.6601179,0.2162928,0.3593022,0.4241154,0.4550605,0.2978677,0.2754346,0.3230761,0.21127,0.1185042,0.2481175,0.4037915,0.1549578,0.1234064,0.2930101,0.1734766,0.3145049,0.6939892,0.3719521,0.4299783,0.3210097,0.4102395,0.4946834,0.4003424,0.1983874,0.3127677,0.442815,0.4813913,0.2053097,0.3868413,0.2625395,0.5716553,0.4059586,0.2732693,0.4604309,0.4208497,0.1211025,0.4766994,0.3199486,0.2783066,0.2213634,0.2093073,0.6453979,0.5613282,0.4327117,0.4810303,0.4387205,0.2834334,0.221709,0.4334996,0.7029668,0.224205,0.5738328,0.2967962,0.2189196,0.3232567,0.4168779,0.359059,0.5289254,0.2804888,0.3501064,0.2030483,0.6367456,0.1317374
"MCAM_P169_R",0.06945451,0.07555261,0.1283071,0.07484125,0.09251843,0.1074377,0.09317396,0.0697919,0.2177534,0.07427397,0.1204561,0.1201003,0.08225746,0.1001852,0.08426374,0.1262824,0.07610301,0.1135455,0.08673788,0.03646744,0.06009504,0.09257624,0.08748574,0.5071648,0.07952444,0.06822044,0.07159542,0.05488334,0.04552,0.05168751,0.04539909,0.06841739,0.1244097,0.1161024,0.1038477,0.1182882,0.1022023,0.1247721,0.08662491,0.1158308,0.08736356,0.09965298,0.05734047,0.06005866,0.09044114,0.1090054,0.1115877,0.1021937,0.09752873,0.1057285,0.08220196,0.09984314,0.09719308,0.06015154,0.05537935,0.07924381,0.0998073,0.07169173,0.09868035,0.1067596,0.1055221,0.1105796,0.1039654,0.09779765,0.07292589,0.07494517,0.06216538,0.0999382,0.0999734,0.1202536,0.1041698,0.0841708,0.0909453,0.09239559,0.09304334,0.1053589,0.05685806,0.08641609,0.279966,0.1020572,0.1135011,0.09796809,0.09857262,0.08347642,0.08111282,0.0983326,0.0820688,0.1047503,0.05183802,0.04963145,0.3703354,0.0843454,0.08882391,0.1396125,0.08645096,0.0522207,0.1110218,0.1154999,0.1434852,0.1180834,0.1060889,0.1254867,0.08540698,0.1049147,0.08695937
"MCAM_P265_R",0.2224716,0.1812775,0.2636238,0.08548512,0.09203634,0.2646267,0.08779673,0.1856394,0.2363103,0.2685786,0.09938183,0.2489195,0.09005265,0.2024795,0.08822641,0.1151617,0.08476906,0.1561496,0.1135022,0.07753175,0.1035279,0.169735,0.2461448,0.09440428,0.1966581,0.1506649,0.1203829,0.215755,0.1474073,0.1446786,0.1133825,0.1841557,0.4910859,0.2833793,0.2343102,0.228937,0.3793742,0.334305,0.2667727,0.2979887,0.2665475,0.2680304,0.2056207,0.2024263,0.1985527,0.3470943,0.285877,0.2600852,0.2384104,0.2539613,0.2181548,0.2287627,0.2812974,0.2220584,0.06498878,0.1873073,0.1925782,0.3747728,0.2388289,0.2646115,0.1566058,0.2591679,0.2072154,0.2056484,0.1463349,0.1590581,0.07718125,0.1857834,0.1609852,0.2361555,0.2144779,0.1960621,0.2379152,0.2622758,0.2418274,0.2409915,0.1096405,0.03681722,0.1180905,0.1841048,0.2200025,0.2128112,0.2531268,0.2634867,0.2974763,0.2154735,0.1814222,0.21081,0.1167758,0.04624473,0.09963061,0.1351313,0.1510685,0.1261943,0.1799494,0.1502231,0.1517122,0.1746143,0.2279012,0.2439981,0.2309141,0.2019686,0.1279685,0.1728103,0.2203885
"MCC_E23_R",0.06486844,0.1062379,0.112692,0.07060453,0.07077378,0.2929774,0.2228536,0.0611456,0.2384031,0.1199533,0.09718668,0.1822861,0.09887105,0.165715,0.07375777,0.1116852,0.1090464,0.1112184,0.2087503,0.03550584,0.05125394,0.09526939,0.1111914,0.1394983,0.1153615,0.07218713,0.1472929,0.08008732,0.06510241,0.1057164,0.0563891,0.05303144,0.1464069,0.1444414,0.1554774,0.1905436,0.1688344,0.1770655,0.1421277,0.1151829,0.101941,0.1530153,0.1274367,0.0427545,0.1287168,0.1196806,0.1657981,0.145459,0.2598792,0.2007261,0.2175257,0.1798608,0.1776456,0.1830355,0.04295161,0.1409595,0.1211642,0.1816145,0.2004561,0.1650066,0.1660244,0.2220868,0.2404218,0.1651058,0.1912458,0.1203372,0.04650991,0.1167204,0.1778908,0.1750356,0.1358794,0.1494616,0.171885,0.2241319,0.1582734,0.192967,0.08594009,0.02561525,0.05763052,0.1275325,0.1770476,0.1428242,0.1759073,0.2251645,0.1885138,0.2274417,0.146869,0.1561378,0.1406364,0.05094665,0.05101761,0.05869747,0.1253493,0.09395612,0.1806126,0.05971609,0.1492639,0.1674799,0.2150797,0.1786289,0.1761706,0.1094271,0.1408991,0.159713,0.1309449
"MCC_P196_R",0.04377994,0.0630759,0.04759713,0.06359762,0.04839447,0.06137589,0.069912,0.04389264,0.09007667,0.03925476,0.07030841,0.07488709,0.05389744,0.08634266,0.06901044,0.08579495,0.04298422,0.07375941,0.06933493,0.026218,0.04475101,0.04231528,0.03606846,0.1412584,0.04068483,0.03654682,0.03377805,0.03236492,0.03074524,0.03327794,0.02468247,0.04023053,0.05551378,0.06661772,0.04771318,0.06216356,0.06326284,0.05160999,0.04706005,0.04647654,0.06117995,0.04771252,0.0343292,0.03793143,0.05763267,0.07245512,0.06088454,0.0483046,0.04636576,0.05033473,0.04785351,0.06011375,0.06904065,0.05688437,0.03463937,0.04668184,0.04984414,0.05656372,0.05007892,0.04538185,0.05029523,0.04143266,0.06347515,0.05416045,0.05026504,0.04611852,0.03053782,0.05573698,0.04884512,0.05487334,0.04326911,0.04459624,0.07174164,0.05445211,0.05112185,0.04559342,0.04314709,0.02426428,0.04213459,0.06074435,0.04810909,0.05372875,0.04378191,0.05263202,0.05170618,0.04306646,0.05144664,0.05158987,0.0363206,0.03644507,0.03718317,0.04246028,0.07074425,0.05493881,0.06891025,0.04114076,0.05233693,0.08422425,0.06320323,0.08533062,0.06531857,0.05822619,0.06212188,0.05734875,0.06125193
"MCM2_P241_R",0.04511655,0.05528572,0.09023955,0.06249988,0.0540375,0.07861561,0.07480804,0.04314758,0.07775873,0.04497759,0.08734692,0.07508179,0.07334394,0.08507574,0.07199846,0.1007536,0.06896123,0.07360747,0.07916441,0.02923515,0.03303234,0.06529576,0.05227156,0.06162738,0.05523627,0.03811003,0.0509788,0.04432382,0.03663699,0.04005435,0.0253419,0.03957944,0.09073061,0.06426423,0.07008718,0.09101848,0.06380726,0.06476926,0.0667129,0.05194122,0.08261912,0.06162633,0.05389459,0.04522044,0.06477887,0.07417697,0.06397534,0.05871014,0.0966758,0.07952375,0.0597848,0.07848515,0.07144894,0.05043857,0.03062238,0.06976379,0.055183,0.09987458,0.07015158,0.08644973,0.07149197,0.08567433,0.07089572,0.07837567,0.0529984,0.03862734,0.03075486,0.05796814,0.06526042,0.06660642,0.05646114,0.06500217,0.0872873,0.07254273,0.06264308,0.07397132,0.03949913,0.02726546,0.04319531,0.05686711,0.07865578,0.07772521,0.05989439,0.06485695,0.07166683,0.0819276,0.08519616,0.07006995,0.03832547,0.02447801,0.04289146,0.06694989,0.0740214,0.07043747,0.08745584,0.05144714,0.08545627,0.0902377,0.08723828,0.1002086,0.07584987,0.07133751,0.07664905,0.06327435,0.09440304
"MCM2_P260_F",0.08702586,0.1096949,0.1608025,0.08583737,0.1093196,0.1041044,0.1813308,0.08047794,0.1843181,0.095759,0.129751,0.1097809,0.1229198,0.1167415,0.09883545,0.4120262,0.1559704,0.2361652,0.125704,0.05590273,0.1212403,0.1370171,0.1152862,0.3990035,0.1211421,0.1453414,0.1545803,0.09065058,0.08014078,0.07258807,0.06515307,0.07200795,0.1921433,0.2071961,0.2396282,0.3065999,0.2168476,0.2074697,0.1696019,0.158996,0.2591107,0.2471229,0.1785862,0.05560398,0.1422028,0.1454548,0.1950822,0.2949326,0.3728106,0.2552669,0.2648765,0.2406709,0.2455047,0.2051076,0.06271314,0.1965346,0.2339174,0.3646892,0.3103609,0.2131678,0.2164897,0.312978,0.2288285,0.1971768,0.1945539,0.3928318,0.05529991,0.1193044,0.1831192,0.2384181,0.4418104,0.2213825,0.249077,0.3064767,0.2701821,0.2589263,0.193591,0.05699668,0.1335466,0.1335353,0.2587008,0.2154175,0.2189232,0.1279621,0.2375422,0.2285258,0.2803771,0.2294294,0.06902149,0.06041495,0.1350718,0.1190998,0.1419531,0.09456806,0.142914,0.08724907,0.2044856,0.1850737,0.260519,0.2519952,0.2343836,0.2237841,0.1590794,0.1704246,0.1644649
"MCM6_E136_F",0.05858114,0.07578406,0.06641962,0.06885542,0.06676865,0.0658813,0.1110389,0.0570963,0.1169027,0.06151941,0.08120776,0.09802868,0.06041652,0.1159486,0.06787344,0.192623,0.05812334,0.09499256,0.08452117,0.02957618,0.05107981,0.06205931,0.09148031,0.07733121,0.0731001,0.06466803,0.08530767,0.07294519,0.05284988,0.0705153,0.04295501,0.04147432,0.0743174,0.1092121,0.1478404,0.1011866,0.0959141,0.1206485,0.1483515,0.1331746,0.1203968,0.1262893,0.08443172,0.03898858,0.08705775,0.08488877,0.1294549,0.1281777,0.1595106,0.1137218,0.111343,0.1228855,0.106808,0.08420582,0.03708905,0.09847095,0.0902392,0.08584712,0.1266077,0.1142017,0.1298465,0.1136774,0.1100223,0.1177418,0.1207542,0.09912214,0.04340627,0.08468598,0.1005016,0.1435802,0.1073374,0.1127379,0.1243562,0.1406391,0.1139682,0.1323007,0.05303962,0.0249001,0.05624855,0.1042257,0.1132829,0.1021734,0.09496668,0.06245514,0.09224587,0.1129956,0.1102424,0.1193368,0.06588269,0.03821329,0.03790178,0.06810047,0.07636684,0.06644566,0.105354,0.04919396,0.1410827,0.1050339,0.1327509,0.1259404,0.1211855,0.09639038,0.07743019,0.1260466,0.1396573
