"","SP09-1935 JA","SP01-1399 JA","SP10-1808 JA","T002235 FFPE","SP01-2474/2 JA","T061117-3 FFPE","T001803 FFPE","SP10-2529 JA","SP09-00448 JA","SP01-1096 JA","T100080-4 FFPE","T022833 FFPE","SP04-1732 JA","SP00-5875 JA","T960067 FFPE","T022120 FFPE","T061532-2 FFPE","SP10-1007 JA","T080803-6 FFPE","95-11-P018 SN1 BSDNA","95-11-P018 SP1 BSDNA","93-10-3403 SP3","96-04-P033 SP1","T010889 BSDNA","T980548-1 BSDNA","95-08-P248","T090396-2 BSDNA","95-04-P093","95-06-P073","T990-515-1 BSDNA","95-07-P029 SP1 BSDNA","96-02-P402 BSDNA","96-04-P009 SP5","94-09-2902 SP1","95-08-P418","93-05-6301 SP3","95-08-P250","T021134-1 BSDNA","95-01-P045","95-01-5401 SP1 BSDNA","95-08-P358","95-08-P243","T00203P-2 BSDNA","95-10-P864 BSDNA","94-03-1902 SP2 BSDNA","96-02-P046","95-07-P004","95-08-P043 BSDNA","94-12-P065 BSDNA","T030486-1 BSDNA","T012369-1 BSDNA","T001585-1 BSDNA","95-01-5401 SN1 BSDNA","T000086-1 BSDNA","93-05-6301 SN2","T030521-1 BSDNA","T002020-1 BSDNA","T010722-4 BSDNA","T020949 BSDNA","94-06-3702 SN1 BSDNA","95-09-P113","95-12-A091","94-11-P036","96-02-P050 SP1","95-12-P310 SP1 BSDNA","96-02-P004 SP2 BSDNA","96-02-P012 SP1","95-08-P340 BSDNA ","95-12-P310 SN1","94-04-1903 SP1","96-04-P017 SP1","95-08-P284","95-10-P044 SP2 BSDNA","96-04-P029 SP1","94-11-P037 BSDNA","96-06-G032 SP1","95-08-P318 BSDNA","94-11-V046","94-08-P018 BSDNA","94-09-P003 BSDNA","94-03-1902 SN2","95-11-P306 SP1","95-08-P313 BSDNA","95-08-P271","91-04-A132","95-09-P067","94-10-P003 SP1","95-05-G051 SP1","96-02-P067 SP3","95-08-P415 BSDNA","95-05-G051 SN1","96-04-P023 SP BSDNA","T020755","T001798 Frozen","T010164","T012619","T021211","T000966 Rep","T022614","T000966","T980907","T010736","T980805","T012688","T970159"
"MDR1_seq_42_S300_R",0.7400015,0.6808982,0.6411909,0.04682312,0.04269766,0.08226204,0.07879344,0.541267,0.08787138,0.5657132,0.06913727,0.0972394,0.04147646,0.1323719,0.04924491,0.08106774,0.4233404,0.6526589,0.06963427,0.02983544,0.04952265,0.0506262,0.07573756,0.1129725,0.04666292,0.03913913,0.03828939,0.03567181,0.0398655,0.03193276,0.02486552,0.6311823,0.05957206,0.06631005,0.07978272,0.06721159,0.6977797,0.07644958,0.7062683,0.7959566,0.04777196,0.05542473,0.03839467,0.7167369,0.1436603,0.1476442,0.09477214,0.06234522,0.07731377,0.06134107,0.05984755,0.08424944,0.05818518,0.04247573,0.04571841,0.06642905,0.06374652,0.1921668,0.07133792,0.09064791,0.06898083,0.0673565,0.0653315,0.06563463,0.7063993,0.06031628,0.07405938,0.6690771,0.07943142,0.0964421,0.06519004,0.08455594,0.4607423,0.06458257,0.07571454,0.05616129,0.04956387,0.02897109,0.05526362,0.07100171,0.07085715,0.07016151,0.06104069,0.4348992,0.07032867,0.06052112,0.07742497,0.3294362,0.03931566,0.03501137,0.03598395,0.07828166,0.07351769,0.06318294,0.0651284,0.03979782,0.06402276,0.08869454,0.08197463,0.07017101,0.08176202,0.06500798,0.08041032,0.07487571,0.06940595
"MDS1_E45_F",0.07549569,0.06657888,0.06659774,0.07497735,0.06970084,0.07010458,0.0990168,0.06425236,0.1935354,0.06327656,0.1786901,0.09992871,0.06849428,0.1337508,0.06992537,0.1160703,0.08383277,0.0983635,0.08339059,0.0632138,0.1425833,0.1036934,0.05644595,0.1499748,0.1152215,0.06895707,0.09181479,0.0531371,0.03839529,0.08689671,0.03483423,0.06137995,0.1193794,0.1681505,0.1390616,0.1634935,0.08147343,0.1799822,0.1011706,0.06572983,0.08210615,0.08462776,0.1076677,0.07191913,0.1082244,0.1035106,0.1036736,0.08789815,0.1111974,0.2156205,0.1977874,0.2879645,0.1720909,0.1760258,0.1081922,0.2292155,0.1686448,0.1817202,0.07741123,0.1629556,0.0880832,0.09867946,0.1084956,0.09364475,0.101041,0.06744497,0.1020548,0.1119857,0.1618707,0.1054936,0.08276328,0.09059017,0.0899511,0.1291489,0.1161867,0.09617122,0.06389193,0.03966512,0.06184465,0.1126436,0.1414981,0.09178659,0.07844683,0.1228283,0.1212981,0.07770502,0.0730947,0.08059441,0.06252499,0.1202504,0.06457546,0.09427191,0.09074219,0.08774237,0.1679293,0.05216309,0.2384755,0.09722999,0.1848339,0.1313216,0.1790154,0.1647467,0.1112258,0.1048339,0.1998438
"MEG3_E91_F",0.09572256,0.07914116,0.1178372,0.105496,0.3214089,0.5073525,0.4901332,0.1106846,0.3223677,0.3695886,0.06946194,0.5603495,0.2579714,0.1945845,0.05755606,0.2367419,0.391588,0.3363702,0.5155026,0.3122862,0.1872315,0.297251,0.07726805,0.1703698,0.3257625,0.3197046,0.3314838,0.247064,0.1036385,0.1135408,0.03579897,0.3479885,0.3837157,0.4078727,0.3628854,0.1522162,0.06210079,0.357464,0.09499748,0.3055161,0.2974283,0.4469356,0.3377989,0.4323918,0.1297088,0.3603013,0.1725808,0.4200884,0.4097793,0.555074,0.5095361,0.3757276,0.5051149,0.3427808,0.04642344,0.6068431,0.488872,0.3847575,0.4762395,0.3405827,0.09266513,0.4714714,0.4397377,0.2162684,0.09272227,0.298899,0.398392,0.5722412,0.4898179,0.1269262,0.3603086,0.09789287,0.5478439,0.1792029,0.4781152,0.3983999,0.2426921,0.2684034,0.1854633,0.6143786,0.4969605,0.5018851,0.482404,0.453919,0.2433462,0.4844383,0.05634486,0.1924209,0.3580935,0.2723165,0.1714842,0.4975598,0.1012799,0.3281932,0.4019443,0.05642552,0.5398213,0.2368679,0.4725882,0.2380509,0.4606419,0.3882397,0.1206217,0.4161159,0.4184063
"MEG3_P235_F",0.1718305,0.1757287,0.3319796,0.2962543,0.3973377,0.7636008,0.6019651,0.5136214,0.5818748,0.7781298,0.4897583,0.7343783,0.4724118,0.5523289,0.7041642,0.5730218,0.4183388,0.769226,0.5885003,0.5578109,0.4841516,0.624253,0.06939239,0.2453265,0.6151009,0.6169128,0.6210472,0.5677647,0.2315568,0.2853486,0.04328152,0.8231336,0.6921889,0.6673803,0.6588045,0.6870113,0.7134165,0.7297228,0.5669764,0.8011026,0.8929108,0.7817116,0.6290299,0.8421379,0.3141651,0.8540502,0.3065439,0.729732,0.7953552,0.7414995,0.7879235,0.7450684,0.7676488,0.6964505,0.6753459,0.7768388,0.7374775,0.7498354,0.7921851,0.7853028,0.1227408,0.7869615,0.789882,0.4626131,0.1781902,0.768798,0.641326,0.8549508,0.7831368,0.2417091,0.7001347,0.1745138,0.7967643,0.4473014,0.8024095,0.739445,0.5104025,0.3962815,0.3800057,0.831749,0.7771601,0.7483771,0.8025244,0.7543626,0.4197015,0.807405,0.1224449,0.4873955,0.7126459,0.5531382,0.3982804,0.7561138,0.1940751,0.6202038,0.7686462,0.1487119,0.7053611,0.4246377,0.7086229,0.4788068,0.6723472,0.6557264,0.1582407,0.7457929,0.6972274
"MEST_E150_F",0.1889085,0.4508998,0.1216167,0.05646836,0.1167443,0.07893848,0.2134652,0.2815636,0.2697894,0.06742001,0.2326504,0.09807225,0.09250926,0.4147633,0.0868188,0.1129785,0.08756719,0.3988332,0.1000496,0.1122062,0.1715378,0.1068657,0.6251283,0.1825385,0.2965234,0.09351125,0.2653904,0.2065198,0.1218287,0.1826042,0.490667,0.411965,0.3118589,0.1617168,0.1567825,0.1881258,0.2685326,0.2943631,0.1608328,0.09468058,0.07113529,0.1157653,0.319698,0.1153054,0.3627715,0.4671007,0.2378479,0.3901986,0.6333745,0.3979601,0.5486717,0.6198804,0.6731097,0.460651,0.2689478,0.4289193,0.4099907,0.5367669,0.0690951,0.3231059,0.1987699,0.3913352,0.5660323,0.6145207,0.09200772,0.5347555,0.2307281,0.3097683,0.6508479,0.497158,0.3015341,0.4896894,0.372078,0.3852587,0.4711213,0.2421889,0.09347407,0.2566019,0.152683,0.6931079,0.4373695,0.5405105,0.5955974,0.3363299,0.7595226,0.4986155,0.3109399,0.301039,0.3424608,0.1688449,0.1063268,0.1595668,0.4224105,0.4297879,0.3773554,0.1445157,0.5131992,0.3369367,0.3421915,0.4064605,0.3794115,0.3950399,0.6163502,0.2086366,0.4581248
"MEST_P4_F",0.3844881,0.6627805,0.1874715,0.0784387,0.2263283,0.3471935,0.2107341,0.3990757,0.4343086,0.1454717,0.1054857,0.3918732,0.1557583,0.4655565,0.08219097,0.3512367,0.1383594,0.6021402,0.1454135,0.26155,0.2567352,0.2214209,0.666682,0.06610428,0.5112351,0.05601327,0.3474972,0.2781692,0.09676849,0.3086714,0.6284466,0.6427336,0.553223,0.3326745,0.2463829,0.3883613,0.4769215,0.4250554,0.2850806,0.1067846,0.08693606,0.06913317,0.4285261,0.1113912,0.3533576,0.7332839,0.1721636,0.1827309,0.7097397,0.5166977,0.7127135,0.7540711,0.8264179,0.6055262,0.4326156,0.6541421,0.6420386,0.6892943,0.1216203,0.6421468,0.1307943,0.4837636,0.641853,0.7650394,0.2093507,0.5331403,0.3410936,0.5270041,0.7803845,0.6676344,0.4562964,0.4799621,0.6237112,0.4646352,0.6897064,0.4206863,0.1817309,0.3097143,0.2873437,0.8315858,0.6303863,0.6563413,0.6032785,0.6109062,0.8448083,0.5607614,0.1941697,0.434214,0.5620127,0.3063633,0.1175393,0.2000209,0.5193856,0.6159391,0.6399841,0.2667583,0.6574448,0.5602143,0.5651082,0.6100174,0.5571312,0.570311,0.7901739,0.2697299,0.5764452
"MEST_P62_R",0.2987365,0.5788657,0.1495994,0.1287356,0.1365879,0.214522,0.2503197,0.378227,0.3028944,0.1507082,0.08142422,0.2891388,0.1032775,0.3616433,0.2564221,0.1106951,0.1208208,0.3708726,0.1213969,0.1696418,0.1904717,0.1312815,0.4943133,0.2641859,0.3171254,0.07809008,0.2001726,0.144639,0.1518903,0.1800285,0.5105,0.4975875,0.2771656,0.1514796,0.1762675,0.2608233,0.3518045,0.24036,0.1567934,0.1032545,0.0798024,0.1045579,0.236228,0.1141923,0.3018623,0.5477922,0.1964531,0.2387485,0.5870681,0.3955862,0.5604715,0.5994604,0.697423,0.3953812,0.2869341,0.4494109,0.4603834,0.5120206,0.1075537,0.44557,0.2564039,0.3411754,0.5047904,0.639793,0.1506005,0.3713976,0.2538271,0.3787893,0.6435552,0.538724,0.3118269,0.3834161,0.4197455,0.3788638,0.5189518,0.23115,0.147828,0.3602167,0.2857503,0.7160241,0.3854539,0.5664541,0.3760298,0.4466518,0.6937713,0.5067353,0.253403,0.4038001,0.3740923,0.2039167,0.2382782,0.1651368,0.458746,0.5330706,0.4209361,0.2246208,0.4952061,0.4211304,0.340279,0.4762763,0.3621023,0.3808081,0.727832,0.2292749,0.3497071
"MET_E333_F",0.2390777,0.08121805,0.2498035,0.3928029,0.3257535,0.3874805,0.2464066,0.3030028,0.4594017,0.07777262,0.5033092,0.4186996,0.1893064,0.09701604,0.6283523,0.4375601,0.3215235,0.1505408,0.6884485,0.05324334,0.1914999,0.3965314,0.04680824,0.1846685,0.06871799,0.5144278,0.05571135,0.06495868,0.06252831,0.06353589,0.04520196,0.3550038,0.1761356,0.3184326,0.4408358,0.2753072,0.6269678,0.08612677,0.146635,0.3331469,0.1154497,0.6309713,0.1856397,0.3460611,0.2397459,0.2800476,0.196416,0.06321875,0.2403815,0.07548691,0.105914,0.1514666,0.1826177,0.1005132,0.1133076,0.1313269,0.1385674,0.2013071,0.6229561,0.2046636,0.1187502,0.1811546,0.2010431,0.227328,0.5435492,0.1406798,0.132046,0.2142442,0.2224205,0.2360971,0.09434955,0.1934543,0.5122985,0.3084833,0.3350859,0.4604998,0.4747145,0.05823142,0.3019113,0.3838555,0.2093077,0.09413354,0.1582895,0.3251422,0.08911692,0.1256192,0.1489528,0.4207874,0.04571177,0.1249352,0.1007356,0.2110265,0.1734966,0.1274635,0.168436,0.1731099,0.1613302,0.3489018,0.4470866,0.3963113,0.3653904,0.2821661,0.2168695,0.5835941,0.08188047
"MFAP4_P10_R",0.1236469,0.1183997,0.2682002,0.212962,0.1560375,0.1561816,0.2103348,0.09310547,0.312729,0.2542648,0.4410818,0.2484847,0.1048363,0.1764977,0.5724524,0.2687439,0.08716757,0.2335545,0.159956,0.07748453,0.1155729,0.2099037,0.2383679,0.07081998,0.1982921,0.1395541,0.193884,0.2406316,0.1256403,0.4176572,0.1267552,0.2740732,0.2526568,0.3773375,0.3015054,0.2297107,0.2934254,0.2815704,0.2021447,0.2198665,0.2139214,0.3062901,0.2157832,0.2602217,0.2230023,0.4326855,0.2740892,0.1990578,0.26207,0.2354796,0.1817457,0.3450461,0.2092156,0.1989215,0.07693978,0.2288386,0.2134914,0.2181527,0.2850664,0.3486602,0.2485862,0.2825035,0.2399276,0.2353557,0.4005152,0.1804117,0.4216828,0.1991313,0.1813974,0.2757348,0.2498543,0.1759344,0.2685301,0.2747828,0.306149,0.2492359,0.1558274,0.04669005,0.1781417,0.2005952,0.2393635,0.2006364,0.1827098,0.3695265,0.2316005,0.2228585,0.2656173,0.5749806,0.1985491,0.09335224,0.08179925,0.09766524,0.161899,0.13478,0.166805,0.1163375,0.3054138,0.2480758,0.2950537,0.2707618,0.2352058,0.3419643,0.1945356,0.1814126,0.2168894
"MFAP4_P197_F",0.1524934,0.1542333,0.2409964,0.2016179,0.3152574,0.19514,0.340311,0.1056224,0.4344994,0.1555661,0.4378791,0.363133,0.2150444,0.2794051,0.4728713,0.57313,0.1491939,0.2343829,0.4081459,0.07718774,0.2073645,0.3640318,0.0911297,0.1715899,0.08493706,0.05314093,0.08643822,0.05638945,0.04686431,0.5925196,0.03289423,0.1612668,0.4233497,0.5233299,0.384415,0.3925194,0.2934486,0.09794349,0.1342244,0.08733965,0.0895365,0.09282517,0.2006734,0.1724568,0.2116033,0.4095519,0.214985,0.07178017,0.1278086,0.1264196,0.1251451,0.3101989,0.2349697,0.1475388,0.1420432,0.2484327,0.1604434,0.07237322,0.1788838,0.2636008,0.166245,0.2375533,0.2038834,0.1794989,0.3261811,0.09808145,0.446149,0.1436454,0.2573126,0.258038,0.1185618,0.1469713,0.2197,0.2438024,0.3253548,0.4056005,0.1085546,0.03812798,0.2980582,0.1785719,0.2521626,0.1242891,0.1816569,0.4690415,0.1789738,0.1256681,0.2311643,0.6979577,0.1671228,0.07450908,0.07172053,0.1062564,0.2137256,0.1476941,0.1279976,0.2232944,0.2263903,0.2680131,0.40548,0.2759377,0.3620153,0.4912226,0.1946676,0.1190252,0.1316371
"MGMT_P272_R",0.05331697,0.08414064,0.1031438,0.07349477,0.0734309,0.1479396,0.08755985,0.05478274,0.1070894,0.09505898,0.1248425,0.1868952,0.06549019,0.125395,0.09076196,0.1486028,0.05863943,0.2335517,0.2159079,0.04425097,0.05043487,0.06406595,0.06564297,0.09388714,0.06278112,0.08664764,0.07187572,0.1224708,0.0500352,0.04958906,0.03447189,0.06744523,0.07260462,0.128547,0.1187806,0.116547,0.08678935,0.1346362,0.09878369,0.1101549,0.541996,0.100878,0.0481242,0.05815822,0.1363038,0.2081363,0.1253231,0.1117688,0.0953033,0.09500306,0.09534582,0.07415229,0.09459399,0.05572245,0.05246684,0.0974988,0.08604791,0.08700348,0.1080723,0.0850891,0.09144011,0.08559724,0.08723409,0.2791586,0.1230691,0.05896503,0.05069733,0.0957289,0.1101144,0.09264186,0.1234011,0.1040471,0.1058667,0.1029848,0.09297347,0.09086335,0.05790763,0.04359425,0.07618303,0.0854101,0.08343603,0.09780265,0.08572796,0.1049515,0.1134816,0.08273972,0.08726531,0.107389,0.08272928,0.05708474,0.05197475,0.1029019,0.07988889,0.07690775,0.1056797,0.05148675,0.1006076,0.09586832,0.1190078,0.1171898,0.09021323,0.08685154,0.08755408,0.09347045,0.09652836
"MGMT_P281_F",0.08290079,0.08876593,0.1104958,0.1173018,0.08155102,0.2455324,0.1518175,0.07010934,0.1854932,0.08623463,0.1345852,0.1550224,0.09705046,0.2128338,0.08966909,0.1242243,0.06564139,0.5177527,0.1031949,0.04362084,0.06071008,0.09883524,0.07991772,0.2148393,0.07140326,0.1528876,0.08350902,0.1021698,0.05948406,0.06546503,0.03579124,0.08315975,0.1260961,0.1485808,0.1704794,0.1451544,0.1225938,0.09824279,0.1300702,0.1377695,0.7067893,0.2222815,0.07779289,0.07972137,0.1254723,0.381136,0.1330559,0.1198293,0.1580749,0.114249,0.1118052,0.103571,0.1120602,0.09089617,0.05797962,0.1380643,0.09227661,0.1152926,0.1118217,0.1828486,0.1131164,0.129372,0.1179211,0.5451196,0.2468731,0.09108719,0.05791875,0.1099582,0.1369399,0.144352,0.2027438,0.09897408,0.2256408,0.1378475,0.1324103,0.1318672,0.05117127,0.04026787,0.0952339,0.1397075,0.1210602,0.1239598,0.1332245,0.1368795,0.1242251,0.1198547,0.1312056,0.1740636,0.08273775,0.05343819,0.07762712,0.1269351,0.09074343,0.06915879,0.1273323,0.07022154,0.1350775,0.1420638,0.1566745,0.130202,0.1339371,0.1436009,0.1273196,0.1724148,0.1586782
"MKRN3_E144_F",0.829434,0.8522384,0.4222604,0.6185018,0.7651925,0.8307363,0.8360913,0.5395392,0.7710981,0.5964198,0.793734,0.8689014,0.5585318,0.8753788,0.8288586,0.8026724,0.6597214,0.7848775,0.8465537,0.8700903,0.6398516,0.8088999,0.3509981,0.2193577,0.8872725,0.8979267,0.8943899,0.6205556,0.7685186,0.5529867,0.1218844,0.7899782,0.8384896,0.7757702,0.8245693,0.8685222,0.6500679,0.8979847,0.7626805,0.280463,0.6748852,0.9151397,0.8622187,0.6057478,0.9167053,0.8003935,0.868681,0.1778383,0.8769698,0.9216896,0.9363205,0.8952103,0.9086988,0.9013315,0.9039263,0.9111809,0.9233193,0.9172709,0.9191655,0.8813719,0.9240749,0.6361067,0.9224961,0.7804242,0.3160052,0.8900739,0.8329238,0.6627989,0.908053,0.8994077,0.8997849,0.9179772,0.8453576,0.8894729,0.9208719,0.8500862,0.9028069,0.2920788,0.8102127,0.7565006,0.9195561,0.7797534,0.9227974,0.9059839,0.5616654,0.8907478,0.8937306,0.8830431,0.6394277,0.8860855,0.6855227,0.9228942,0.8027112,0.7217366,0.9125037,0.8201915,0.8523057,0.8789539,0.8858764,0.8833375,0.8946728,0.8990331,0.8618705,0.9045981,0.8693483
"MKRN3_P108_F",0.7950669,0.8234328,0.4018573,0.1368531,0.7588182,0.8195438,0.7719051,0.5531754,0.7170236,0.543368,0.8020408,0.8583041,0.6434386,0.7719318,0.7033461,0.7962899,0.5851604,0.7784457,0.8025874,0.8199962,0.635325,0.8311685,0.4330675,0.2053777,0.8500544,0.8665785,0.8895276,0.6775275,0.8082648,0.6314662,0.1067874,0.7812203,0.8636961,0.7875644,0.8094966,0.7862514,0.6398444,0.891157,0.7605597,0.3131875,0.646684,0.8851957,0.8596909,0.6117832,0.895858,0.7616407,0.832918,0.09156109,0.8508255,0.8846527,0.9036454,0.8665882,0.8637892,0.8777635,0.8573566,0.879679,0.9051501,0.859735,0.8966545,0.8582231,0.8823295,0.6707637,0.8747182,0.85137,0.3088442,0.843476,0.802054,0.5979652,0.8771659,0.8925163,0.8773174,0.8795227,0.8012019,0.8301257,0.902476,0.862253,0.8586059,0.1642246,0.7383135,0.7404743,0.8890756,0.7857325,0.9065426,0.8457165,0.8098698,0.8723941,0.8802398,0.8626605,0.6520568,0.8222151,0.5559719,0.8809248,0.7671078,0.7189356,0.8715345,0.8260939,0.8646563,0.8495383,0.8462371,0.8344734,0.8838248,0.868912,0.8683984,0.8754957,0.8217979
"MLF1_E243_F",0.6328063,0.7932665,0.1099814,0.3074325,0.08198297,0.427779,0.5713315,0.5357983,0.3985611,0.5431558,0.7951433,0.555738,0.1114985,0.2485966,0.06383727,0.7181437,0.7256697,0.2730528,0.7813663,0.04671636,0.1480692,0.1640264,0.1152571,0.180569,0.1857609,0.1660317,0.2149048,0.1205875,0.1224804,0.1743151,0.1148343,0.7533895,0.24995,0.2538675,0.3475712,0.4082134,0.8006181,0.2457546,0.8384506,0.6139525,0.2752224,0.2494912,0.2086253,0.826552,0.1621575,0.334394,0.2739975,0.2690163,0.3995634,0.2835249,0.3142006,0.337157,0.3106392,0.2168559,0.07848787,0.3700744,0.2285946,0.2414907,0.3517635,0.764209,0.3265101,0.3481202,0.3092856,0.3216986,0.8719524,0.1642433,0.07292519,0.7498052,0.2448172,0.3459293,0.3177846,0.3085654,0.593334,0.3591115,0.3056236,0.3176216,0.1749281,0.03266734,0.1092756,0.2129089,0.2931381,0.2650671,0.3352644,0.2411796,0.3421152,0.3517129,0.2864876,0.3048376,0.2960485,0.1031637,0.066622,0.1214674,0.1237159,0.1241334,0.2582887,0.07924036,0.1660706,0.2112554,0.2932385,0.2226403,0.2192744,0.1937236,0.1476549,0.2114338,0.09242091
"MLF1_P97_F",0.385159,0.6697181,0.09101084,0.06928406,0.06300134,0.08309919,0.08738867,0.3464599,0.1136658,0.0648076,0.09051081,0.07419915,0.05833066,0.1031296,0.06653322,0.09217148,0.4040616,0.0787124,0.0856888,0.0334984,0.04427262,0.06176843,0.04900372,0.1083865,0.06916504,0.05992297,0.06805535,0.04207005,0.0729971,0.05828362,0.046976,0.5638185,0.07715011,0.1352583,0.1443754,0.1900411,0.6296356,0.1580646,0.6763435,0.4444589,0.1334926,0.09845448,0.07505101,0.5494598,0.0940754,0.1052526,0.1230509,0.1313013,0.109069,0.1122767,0.1308103,0.1103588,0.1283774,0.09230997,0.04474318,0.1483676,0.101339,0.07225607,0.1133206,0.1693442,0.1420087,0.1722477,0.1448073,0.119101,0.6505858,0.0904591,0.04692574,0.5870939,0.08884854,0.1236461,0.1209916,0.1034216,0.3969042,0.1571983,0.1093193,0.1026546,0.04260744,0.042622,0.06025735,0.09915517,0.1036192,0.1165243,0.1170965,0.08418477,0.1277863,0.1267108,0.1340379,0.1063095,0.0744269,0.04229178,0.06758887,0.08224253,0.06311927,0.05607702,0.08403672,0.05330449,0.09011929,0.1022911,0.1337295,0.1050707,0.09922782,0.07772181,0.08082418,0.08352883,0.101487
"MLH1_P381_F",0.06303521,0.08174829,0.1081481,0.07492751,0.08044381,0.0856423,0.07073221,0.05709993,0.1031818,0.05685588,0.08535117,0.08474135,0.0686041,0.1077099,0.08606204,0.2040786,0.06208625,0.07618383,0.08236055,0.0342773,0.06090512,0.07126942,0.05574559,0.2459601,0.05362798,0.03351383,0.05069827,0.04216788,0.0416554,0.04170578,0.03258215,0.05263465,0.1091041,0.07914879,0.07137842,0.08137392,0.07356469,0.06646474,0.08656967,0.08836066,0.06600408,0.05109875,0.05029048,0.05223763,0.07529139,0.08917166,0.08721196,0.08082224,0.1129112,0.06976269,0.07568418,0.07654468,0.07691813,0.04879236,0.0415049,0.05947489,0.0575914,0.07928947,0.0649822,0.05575068,0.09105398,0.08133205,0.07936373,0.0980524,0.05164978,0.05569272,0.03848813,0.07458846,0.08014494,0.07613736,0.06618797,0.09316378,0.0946503,0.08547363,0.06797641,0.07880796,0.04001308,0.04616873,0.0685979,0.07303848,0.07514772,0.08957016,0.0749202,0.07536166,0.08491132,0.07484356,0.08961853,0.06323748,0.05787852,0.03903867,0.0913127,0.06601992,0.07462648,0.08455247,0.08683728,0.05001394,0.103052,0.09168966,0.1014555,0.104811,0.1004469,0.08081496,0.08691148,0.07797845,0.08273137
"MLH3_E72_F",0.06054608,0.06061518,0.09296268,0.0842495,0.0721354,0.1831091,0.1930592,0.0656661,0.1184413,0.05227052,0.08538007,0.2939943,0.07062838,0.1448194,0.07652308,0.4803473,0.1277675,0.08194605,0.2849481,0.03197945,0.05601215,0.07402939,0.05866979,0.1668156,0.04503771,0.04479015,0.04094006,0.04139708,0.04210818,0.04680408,0.02609336,0.05756704,0.07646633,0.07446013,0.07086799,0.09710515,0.06910044,0.05981396,0.06149324,0.7611138,0.06344132,0.04916828,0.05953538,0.04830722,0.05714408,0.07037968,0.08262068,0.07115229,0.07990532,0.08033836,0.07155525,0.07928828,0.05525732,0.04748406,0.03986006,0.07543399,0.06379832,0.06848765,0.08574895,0.2289881,0.0881464,0.06940099,0.06091955,0.1069265,0.08180473,0.05062316,0.04344332,0.070595,0.09391364,0.07905441,0.07513827,0.08164454,0.113512,0.09185878,0.09263182,0.07439415,0.03356904,0.03094506,0.07143217,0.08092353,0.07359674,0.0607539,0.0741682,0.07107624,0.08443142,0.07868998,0.08299277,0.07706076,0.04106801,0.0383595,0.06885905,0.06956822,0.0662917,0.0800615,0.09266099,0.05641076,0.0839917,0.10283,0.1272811,0.13769,0.07733099,0.1421339,0.07609142,0.07126953,0.0699189
"MLH3_P25_F",0.04711905,0.05642728,0.07255772,0.1163574,0.04796487,0.05449741,0.08098461,0.05018438,0.0926156,0.04048444,0.07429826,0.07724611,0.05813614,0.09798289,0.04928383,0.1023596,0.03955529,0.08947061,0.06691052,0.02493926,0.04015575,0.05043758,0.0739696,0.1302241,0.05234019,0.04052101,0.03943934,0.03884562,0.03367234,0.04405065,0.0274647,0.04221544,0.07548143,0.06284395,0.05948818,0.08360101,0.05338355,0.08033255,0.07841717,0.4162181,0.05285612,0.05764928,0.05060732,0.03077702,0.05100702,0.0547331,0.07435445,0.09353556,0.1086186,0.07162406,0.07979672,0.06992946,0.09609876,0.06425512,0.029029,0.05928482,0.05636841,0.03714629,0.1001308,0.07413412,0.06122518,0.1147704,0.08641445,0.09539118,0.07070347,0.0499773,0.03441419,0.0415975,0.06483497,0.0858877,0.07229303,0.09464923,0.1198895,0.1044622,0.08223589,0.08668032,0.03445158,0.02437441,0.04446895,0.06303963,0.0795528,0.06886667,0.05449844,0.0768225,0.09255438,0.09093668,0.1095116,0.0917052,0.02979486,0.02703293,0.0425306,0.04760995,0.06870569,0.0515948,0.08087821,0.04605282,0.07502649,0.1057527,0.1087657,0.1025309,0.08320743,0.08878578,0.08516101,0.07156866,0.07129434
"MLLT3_E93_R",0.06281275,0.05808078,0.06249187,0.07199629,0.05878577,0.07390369,0.07747788,0.05227059,0.09550443,0.05761227,0.09874235,0.2375128,0.07048918,0.1012242,0.08156387,0.1032507,0.05948047,0.08808426,0.08009244,0.03155049,0.03455196,0.05875956,0.03250826,0.07077191,0.04812118,0.03157311,0.03264765,0.03738702,0.03503097,0.0276721,0.02202437,0.04233062,0.07008987,0.06915861,0.05616531,0.07268143,0.06338383,0.05940109,0.04054886,0.04779449,0.05807861,0.0426268,0.03102354,0.04933239,0.06686033,0.07141214,0.05976545,0.05316968,0.04975962,0.05728352,0.03976446,0.0403504,0.05269725,0.02905916,0.0346963,0.06774128,0.04169262,0.0513531,0.0394659,0.1152723,0.05481232,0.04596242,0.04578953,0.07228692,0.04457779,0.02854281,0.03733087,0.050957,0.04970719,0.0481121,0.04683254,0.04796665,0.07952397,0.06706151,0.05516308,0.05421294,0.0208734,0.024797,0.03350578,0.05210891,0.05363004,0.04980242,0.04410542,0.06190524,0.04689698,0.04482404,0.0476067,0.05186432,0.03098915,0.02811483,0.03646835,0.05693283,0.08473709,0.05649034,0.06513192,0.05582083,0.08338339,0.08828823,0.08725969,0.0885099,0.07498043,0.0765304,0.07511315,0.06385321,0.07383224
