"","91-04-A132","93-05-6301 SN2","93-05-6301 SP3","93-10-3403 SP3","94-03-1902 SN2","94-04-1903 SP1","94-09-2902 SP1","94-10-P003 SP1","94-11-P036","94-11-V046","95-01-P045","95-04-P093","95-05-G051 SN1","95-05-G051 SP1","95-06-P073","95-07-P004","95-08-P243","95-08-P248","95-08-P250","95-08-P271","95-08-P284","95-08-P358","95-08-P418","95-09-P067","95-09-P113","95-10-P864 SP1","95-11-P018 SP2","95-11-P306 SP1","95-12-A091","95-12-P310 SN1","96-02-P012 SP1","96-02-P046","96-02-P050 SP1","96-02-P067 SP3","96-02-P402 SP1","96-04-P009 SP5","96-04-P017 SP1","96-04-P029 SP1","96-04-P033 SP1","96-06-G032 SP1"
"hsa_miR_1305",1,62,25.3,28,26.6,8.7,1.7,86.9,4.1,92.7,31.1,1,1,5.5,1,1,14,34.1,7,49.4,2,50.1,14.5,12.5,13.2,4.1,1,15.9,3.8,49.5,16.7,4.6,6.6,8.7,1,1,1,45.8,1,1
"hsa_miR_519e",1,70.1,17.5,78.3,23.1,14.6,1,130.9,20.5,1,34.6,1,1,9.3,1,1.8,29.3,50.3,1,132.7,9.7,42,1,21.7,24.6,6.4,1,6.4,17,21.4,13.2,1,12.2,1,1,12.7,1,72.6,1,1
"hsa_miR_518d_3p",1,37.8,30.5,28,33.6,12.6,1,95.7,1,116.6,20.4,1,1,1,1,1,11.8,54.4,1,102.4,1,42,1.7,1.5,1,4.1,1,6.4,5.7,33.4,7.9,1,2.4,1,1,1.8,1,72.6,1,1
"hsa_miR_487a",1,102.4,20.1,60.3,26.6,12.6,1,16.5,1.5,92.7,63.1,1,1,1,1,1,1,9.7,1,79.7,7.1,37.9,14.5,8.8,8.6,6.4,1,22.2,2,49.5,7.9,2.8,1,7.4,1,1,1,35,1,1
"hsa_miR_520b",1,53.9,25.3,28,47.5,2.8,4.7,42.9,1,148.4,45.3,1,1,6.8,1,3.4,1,5.7,1,72.1,1,42,6.8,12.5,6.4,10.9,1,1,15.1,25.4,13.2,1.8,1,1,1,1,1,40.4,1,1
"hsa_miR_654_5p",1,110.4,1,20.8,23.1,10.7,1,86.9,1,100.6,31.1,1,1,1,1,1.8,1,17.8,1,26.7,5.9,37.9,1,14.3,1,6.4,1,25.3,2,57.5,1,1,3.8,3.3,1,1,1,51.2,1,1
"hsa_miR_345",1,62,1,31.6,16.2,10.7,1,42.9,1,116.6,24,1,1,3,1,3.4,14,5.7,1,64.6,5.9,46,4.3,8.8,6.4,6.4,1,12.7,9.5,25.4,16.7,1,3.8,1,1,1,1,61.9,1,1
"hsa_miR_490_5p",1,70.1,14.9,13.6,30.1,1,1,51.7,10.4,76.8,56,1,1,15.7,1,1,7.5,13.8,1,64.6,1,66.3,1,10.7,22.3,6.4,5.3,6.4,1,69.5,9.6,1,5.2,1.9,1,8.6,1,78,1,1
"hsa_miR_134",1,94.3,4.6,38.8,12.7,24.4,1,60.5,1,1,38.2,1,1,11.9,1,9.7,20.6,38.1,7,110,2,37.9,4.3,10.7,13.2,6.4,1.3,31.6,3.8,57.5,18.5,1,16.4,6,1,1,1,72.6,1,1
"hsa_miR_1245",1,62,14.9,24.4,33.6,18.5,1,51.7,1,140.4,34.6,1,1,1,1,1,1,17.8,1,26.7,1,37.9,6.8,3.3,20,13.2,13.3,12.7,5.7,37.4,13.2,1,1,1.9,1,1,1,29.7,1,1
"hsa_miR_576_3p",1,78.2,9.8,24.4,26.6,1,2.7,7.7,1,132.5,24,1,1,10.6,1,1.8,18.4,17.8,1,72.1,1,46,1,8.8,10.9,4.1,1,22.2,1,53.5,7.9,1,13.6,1,1,1,1,40.4,1,1
"hsa_miR_1323",1,29.7,22.7,17.2,26.6,2.8,1,60.5,9.1,76.8,27.5,1,1,28.4,1,1,14,26,8.5,19.1,11,25.8,17,3.3,24.6,10.9,5.3,6.4,5.7,41.5,89.3,1,5.2,6,1,1.8,1,29.7,1,1
"kshv_miR_K12_11",1,118.5,14.9,10,23.1,14.6,1,51.7,1,100.6,13.3,1,1,10.6,1,3.4,11.8,42.2,1,72.1,1,42,6.8,7,29.1,1.8,1,6.4,5.7,25.4,4.3,1,1,3.3,1,1,1,51.2,1,6.1
"hsa_miR_484",1,21.7,17.5,2.9,1,1,31.9,1,7.9,44.9,20.4,1,1,4.2,1.1,9.7,1,1,1,1,1,74.3,1,1,8.6,1,25.4,1,1,13.4,1,1,2.4,1,1.2,8.6,9.9,18.9,2,1
"hsa_miR_187",1,110.4,25.3,28,12.7,1,1.7,25.3,1,76.8,38.2,1,1,13.1,1,1,11.8,38.1,1,117.5,1,33.9,11.9,12.5,15.5,4.1,1.3,9.6,11.3,33.4,7.9,1,16.4,1,1,1,1,45.8,1,1
"hsa_miR_486_3p",1,86.2,12.4,56.7,9.2,6.8,1,60.5,1,84.7,2.6,1,1,15.7,1,1,3.1,30,1,87.3,1,33.9,9.4,1.5,1,10.9,3.3,28.4,1,29.4,4.3,1,1,1.9,1,3.1,1,45.8,1,1
"hsa_miR_153",1,45.9,25.3,38.8,19.7,6.8,2.7,25.3,1.5,84.7,16.8,1,1,4.2,1,1,24.9,34.1,1,49.4,12.3,37.9,9.4,14.3,24.6,26.9,1,19,5.7,25.4,9.6,1,5.2,1,1,1,1,35,1,1
"hsa_miR_185",1,45.9,9.8,31.6,40.6,12.6,1,34.1,1,108.6,27.5,1,1,4.2,1,1,7.5,13.8,1,41.9,2,37.9,24.7,12.5,6.4,6.4,7.3,41,7.6,37.4,1,1,6.6,3.3,1,3.1,1,45.8,1,1
"hsa_miR_1248",1,21.7,4.6,24.4,12.7,8.7,1,34.1,1,108.6,48.8,1,1,8.1,1,1,14,30,1,64.6,3.3,66.3,9.4,1,10.9,1,3.3,6.4,18.9,41.5,7.9,1,5.2,1.9,1,1,1,51.2,1,1
"hcmv_miR_US25_1",1,37.8,12.4,2.9,19.7,8.7,1,86.9,1,108.6,24,1,1,6.8,1,1,14,5.7,1,49.4,1,50.1,6.8,7,1.8,6.4,1,19,13.2,13.4,13.2,1,1,1,1,1,1,99.5,1,1
"hsa_miR_106a_hsa_miR_17",1,70.1,20.1,42.4,9.2,18.5,1,86.9,1,84.7,16.8,1,1,1.7,1,11.3,1,38.1,1,41.9,1,17.7,6.8,1,4.1,15.5,9.3,19,2,17.4,4.3,1,1,3.3,1,1,1,61.9,1,1
"hsa_miR_1275",1,70.1,14.9,13.6,12.7,18.5,1,104.5,1,148.4,13.3,1,1,1,1,1,1,17.8,1,72.1,5.9,17.7,1,1,20,1.8,1,1,2,53.5,16.7,1,1,1,1,1,1,29.7,1,1
"hsa_miR_149",3.1,21.7,7.2,10,23.1,8.7,1,34.1,1,44.9,1,1,1,1,1,1,1,17.8,1,49.4,21.4,33.9,1,5.2,1,8.7,1,3.3,3.8,1.4,1,1,60,1.9,1,1,1,45.8,13.7,1
"hsa_miR_620",1,86.2,7.2,20.8,37.1,24.4,1,34.1,1,100.6,24,1,1,9.3,1,3.4,16.2,42.2,1,41.9,1,37.9,9.4,12.5,17.7,13.2,5.3,19,3.8,57.5,7.9,1,6.6,1,1,7.2,1,51.2,1,1
"hsa_miR_1263",1,78.2,12.4,17.2,19.7,2.8,1,25.3,1,100.6,24,1,1,1.7,1,1,1,21.9,1,102.4,1,66.3,11.9,7,1,22.3,1,12.7,1,41.5,13.2,1,1,1,1,1,1,56.5,1,1
"hsa_miR_31",1,94.3,22.7,24.4,30.1,14.6,1,34.1,1,92.7,34.6,1,1,3,1,1,3.1,17.8,1,64.6,1,42,19.6,10.7,15.5,22.3,1,12.7,1,37.4,6.1,2.8,5.2,8.7,1,1,1,56.5,1,1
"hsa_miR_30a",1,5.5,1,17.2,5.7,1,6.6,60.5,9.1,60.9,6.2,1,4,3,1,12.9,1,13.8,4,34.3,1,25.8,1,1,15.5,26.9,15.3,1,9.5,9.4,7.9,1,23.5,1,1,1,19.5,24.3,1,1
"hsa_miR_339_5p",1,53.9,2,28,19.7,1,1,1,1,156.3,27.5,1,1,13.1,1,1,1,1.6,2.5,49.4,1,58.2,11.9,1,13.2,1,1,15.9,3.8,33.4,1,1,2.4,1,1,1,1,72.6,1,1
"hsa_miR_762",1,94.3,9.8,17.2,16.2,14.6,1,16.5,1.5,140.4,9.7,1,1,13.1,1,1,1,50.3,1,72.1,1,21.8,11.9,1,15.5,15.5,3.3,6.4,3.8,25.4,16.7,1,1,1,1,1,1,61.9,1,1
"hsa_miR_196b",1,37.8,12.4,1,2.2,1,1,16.5,1,1,9.7,21.4,1,24.6,49.5,38.2,1,13.8,5.5,49.4,1,58.2,1,1,1,1,1,1,13.2,13.4,6.1,20.5,1,1,4.9,3.1,1,13.5,1,1
"hsa_miR_554",1,78.2,12.4,20.8,16.2,8.7,1,51.7,1,140.4,24,1,1,1.7,1,8.1,1,38.1,1,49.4,3.3,62.2,1,1,20,1.8,1,9.6,9.5,1.4,16.7,1,3.8,6,1,1,1,51.2,1,1
"kshv_miR_K12_7",1,134.7,14.9,24.4,23.1,6.8,1,86.9,1,1,31.1,1,1,1.7,1,3.4,11.8,21.9,1,125.1,8.4,46,4.3,3.3,10.9,15.5,3.3,6.4,5.7,41.5,13.2,1,1,1,1,1,1,72.6,1,1
"hsa_miR_195",1,45.9,17.5,20.8,12.7,2.8,1,42.9,4.1,84.7,6.2,1,1,5.5,1,1,1,46.3,1,57,1,21.8,1,10.7,17.7,22.3,7.3,15.9,1,57.5,14.9,1,5.2,1,1,5.9,1,56.5,1,1.5
"hsa_miR_204",1,53.9,9.8,35.2,19.7,16.5,1,86.9,10.4,1,34.6,1,1,17,1,1,1,26,1,49.4,11,42,1,32.7,22.3,20,1,9.6,15.1,41.5,6.1,1,3.8,4.6,1,1,1,35,1,1
"ebv_miR_BART14",1,37.8,1,20.8,1,4.8,1,34.1,1,140.4,34.6,1,1,5.5,1,1,1,1.6,1,72.1,2,58.2,4.3,1.5,17.7,13.2,9.3,1,1,41.5,11.4,1,1,1,1,4.5,1,29.7,1,1
"hsa_miR_133a",1,70.1,14.9,28,26.6,4.8,1,78.1,10.4,76.8,20.4,1,1,6.8,1,3.4,1,5.7,1,79.7,1,21.8,1.7,3.3,6.4,1.8,9.3,9.6,15.1,29.4,4.3,1,1,3.3,1,1,1,35,1,1
"hsa_miR_887",1,78.2,30.5,38.8,9.2,22.4,1.7,51.7,1,84.7,48.8,1,1,3,1,5,7.5,21.9,1,87.3,4.6,70.3,11.9,1,13.2,4.1,1,12.7,1,37.4,6.1,1,8,1,1,1,1,61.9,1,1
"hsa_miR_1266",1,78.2,4.6,17.2,26.6,6.8,1,51.7,1,108.6,9.7,1,1,10.6,1,1,1,1,1,72.1,2,25.8,19.6,5.2,1.8,1,1,15.9,13.2,41.5,2.5,1,1,1,1,1,1,72.6,1,1
"hcmv_miR_US33_3p",1,45.9,22.7,6.4,5.7,2.8,1,25.3,1,116.6,16.8,1,1,3,1,1,5.3,13.8,1,94.8,4.6,70.3,14.5,7,1.8,8.7,1,31.6,1,49.5,1,1,6.6,1,1,1,1,56.5,1,1
"hsa_miR_611",1,29.7,14.9,46,9.2,22.4,1,69.3,1,100.6,24,1,1,1,1,3.4,7.5,34.1,1,72.1,1,37.9,11.9,1,4.1,15.5,1,9.6,3.8,69.5,1,1,1,1.9,1,1,1,40.4,1,1
"hsa_miR_106b",1,53.9,7.2,10,1,20.5,1,51.7,2.8,60.9,2.6,1,1,4.2,1,3.4,14,42.2,1,49.4,3.3,21.8,17,1,1,13.2,5.3,25.3,3.8,37.4,4.3,1,3.8,1,1,7.2,1,35,1,1
"hsa_miR_2114",1,70.1,22.7,13.6,9.2,12.6,1,104.5,1,92.7,48.8,1,1,1,1,5,5.3,34.1,1,26.7,12.3,42,4.3,1,29.1,6.4,1,15.9,3.8,45.5,1,1,1,1,1,1,1,78,1,1
"hsa_miR_571",1,13.6,7.2,31.6,26.6,10.7,1,60.5,1.5,100.6,24,1,1,4.2,1,3.4,9.7,34.1,1,72.1,8.4,21.8,9.4,1,17.7,20,1,15.9,9.5,33.4,7.9,1,2.4,1,1,1,1,78,1,1
"hsa_miR_342_5p",1,110.4,14.9,24.4,12.7,12.6,2.7,60.5,1,108.6,31.1,1,1,4.2,1,1.8,1,13.8,1,102.4,2,42,1,8.8,8.6,8.7,1,28.4,2,25.4,7.9,1,1,3.3,1,1,1,29.7,1,1
"hsa_miR_512_5p",1,70.1,25.3,31.6,9.2,14.6,1,60.5,1,76.8,31.1,1,1,3,1,8.1,9.7,42.2,1,57,1,29.8,6.8,1,15.5,6.4,1,34.7,2,25.4,22,1,9.4,1,1,5.9,1,45.8,1,1
"hsa_miR_520c_3p",1,53.9,14.9,17.2,9.2,12.6,1,51.7,4.1,92.7,13.3,1,1,6.8,1,1,5.3,5.7,1,57,1,25.8,11.9,7,17.7,1,1,34.7,3.8,41.5,39.7,1,1,1,1,4.5,1,13.5,1,1
"hsa_miR_508_3p",1,45.9,1,42.4,12.7,1,1,7.7,1,44.9,9.7,1,1,1,1,1,1,1,1,19.1,2,21.8,1,1,6.4,1,1,3.3,1,1.4,135.3,1,1,1,72.1,19.5,1,24.3,1,1
"hsa_miR_890",1,21.7,9.8,17.2,5.7,20.5,1,86.9,1,108.6,9.7,1,1,1.7,1,1,7.5,17.8,1,26.7,1,42,1.7,1,1,15.5,3.3,22.2,3.8,37.4,1,1,1,6,1,1.8,1,51.2,1,1
"hsa_miR_608",1,142.7,17.5,35.2,23.1,1,2.7,86.9,1,1,24,1,1,18.2,1,1,1,17.8,1,132.7,4.6,58.2,6.8,10.7,1.8,10.9,3.3,19,1,57.5,4.3,1,1,4.6,1,1,1,67.3,1,1
"hsa_miR_424",1,94.3,1,46,16.2,10.7,1,51.7,1,52.9,27.5,1,1,4.2,1,1,7.5,5.7,1,94.8,1,9.6,6.8,5.2,6.4,1,1,6.4,1,33.4,11.4,1,1,1,1,1,1,56.5,1,1
"hsa_miR_558",1,102.4,14.9,38.8,19.7,8.7,1,34.1,1,100.6,48.8,1,1,11.9,1,1,1,30,1,41.9,1,25.8,1,5.2,10.9,1.8,1,12.7,2,45.5,1,1,3.8,3.3,1,1,1,35,1,1
"hsa_miR_518b",1,13.6,2,28,16.2,1,1,69.3,1,92.7,31.1,1,1,17,1,1,1,1,1,79.7,4.6,42,14.5,8.8,10.9,6.4,1,12.7,7.6,33.4,23.8,1,1,1,1,1,1,29.7,1,1
"hsa_miR_1225_3p",1,142.7,20.1,42.4,37.1,1,1,34.1,1,52.9,31.1,1,1,5.5,1,1,14,34.1,1,57,1,42,4.3,10.7,24.6,6.4,1,12.7,7.6,29.4,7.9,1,13.6,1,1,4.5,1,29.7,1,1
"hsa_miR_2113",1,78.2,2,81.9,23.1,10.7,1.7,34.1,1,84.7,27.5,1,1,1,1,1,3.1,26,1,87.3,1,13.7,6.8,1,4.1,17.8,1.3,6.4,2,45.5,4.3,1,5.2,1,1,1,1,61.9,1,1
"hsv1_miR_H3",1,29.7,9.8,17.2,9.2,1,1,60.5,1,172.2,16.8,1,1,1,1,1,1,38.1,1,34.3,3.3,42,4.3,1.5,1,1,1,22.2,2,13.4,1,1,1,1,1,1,1,67.3,1,1
"hsa_miR_1977",1,78.2,9.8,2.9,5.7,6.8,1,51.7,1,108.6,31.1,1,1,1,1,1,1,5.7,10,64.6,1,21.8,4.3,8.8,1.8,6.4,5.3,12.7,2,21.4,2.5,1,1,6,1,1,1,24.3,1,1
"hsa_miR_186",1,70.1,9.8,17.2,9.2,10.7,1,7.7,5.3,132.5,45.3,1,1,1,1,1,7.5,1.6,1,34.3,1,25.8,9.4,1,4.1,4.1,5.3,15.9,1,65.5,4.3,1,9.4,1,1,1,1,13.5,1,1
"hsa_miR_141",1,78.2,12.4,28,12.7,1,1,42.9,1.5,116.6,27.5,1,1,1,1,1,16.2,17.8,1,64.6,4.6,33.9,1,1.5,24.6,1.8,1.3,6.4,1,1,9.6,1,1,1,1,1,1,51.2,1,1
"hsa_miR_27b",71.2,1,1,1,1,1,1,1,1,13.1,1,1,15,1,37.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.3,1,1,1
"hsa_miR_513b",1,13.6,7.2,1,2.2,1,1,16.5,1,1,6.2,1,1,1,1,1,1,13.8,1,26.7,1,9.6,1,1,8.6,1,1,9.6,1,21.4,99.9,1,1,1,145.4,53.6,1,13.5,1,1
"hsa_miR_522",1,53.9,17.5,31.6,16.2,6.8,1,60.5,1,1,41.7,1,1,29.7,1,6.6,9.7,17.8,19.1,41.9,9.7,54.1,9.4,12.5,6.4,8.7,11.3,31.6,5.7,45.5,110.5,1,1,1,1,1,20.7,18.9,1,1
"hsa_miR_34a",1,13.6,14.9,28,9.2,12.6,8.5,25.3,1,1,27.5,1,1,14.4,1,6.6,9.7,9.7,4,57,1,21.8,9.4,16.2,29.1,8.7,17.3,6.4,7.6,49.5,23.8,1,13.6,1,8.7,1,1,61.9,1,4.2
"hsa_miR_1284",1,29.7,9.8,24.4,9.2,10.7,1,104.5,1,100.6,13.3,1,1,1,1,1,5.3,5.7,1,102.4,1,29.8,19.6,1,13.2,13.2,1,1,1,13.4,6.1,1,1,3.3,1,1,1,24.3,1,1
"hsa_miR_454",1,94.3,14.9,10,9.2,1,1,42.9,1,116.6,1,1,1,5.5,1,1,1,17.8,1,64.6,1,37.9,9.4,1,4.1,13.2,5.3,15.9,1,41.5,7.9,1,1,8.7,1,1,1,13.5,1,1
"hsa_miR_220b",1,86.2,1,35.2,30.1,1,1,25.3,7.9,100.6,1,1,1,1,1,1,5.3,17.8,1,79.7,1,42,1,10.7,10.9,13.2,1,6.4,1,37.4,2.5,1,5.2,1,1,1,1,40.4,1,1
"hsa_miR_563",1,86.2,17.5,13.6,23.1,12.6,1,51.7,1,1,41.7,1,1,10.6,1,1,7.5,26,1,102.4,1,62.2,14.5,5.2,24.6,1,1,19,3.8,33.4,2.5,1,6.6,1,1,3.1,1,67.3,1,1
"hsa_miR_744",1,45.9,9.8,20.8,19.7,2.8,1,7.7,1,124.5,48.8,1,1,4.2,1,1,7.5,34.1,1,57,1,13.7,11.9,3.3,1,8.7,1,25.3,1,17.4,2.5,1,12.2,8.7,1,1,1,29.7,1,1
"ebv_miR_BART1_3p",1,110.4,12.4,6.4,19.7,12.6,1,60.5,2.8,68.8,27.5,1,1,1.7,1,1,20.6,17.8,1,79.7,1,42,11.9,8.8,8.6,4.1,9.3,28.4,1,53.5,16.7,1,2.4,3.3,1,1,1,40.4,1,1
"hsa_miR_767_3p",1,134.7,1,31.6,19.7,12.6,1,78.1,1,1,27.5,1,1,4.2,1,6.6,1,17.8,1,110,1,33.9,1,5.2,8.6,8.7,21.3,22.2,1,37.4,18.5,1,10.8,1,1,1,1,99.5,1,1
"hsa_miR_769_5p",1,53.9,9.8,17.2,2.2,22.4,1,60.5,1,1,31.1,1,1,3,1,1,11.8,26,1,147.8,1,37.9,1.7,7,6.4,22.3,3.3,22.2,1,33.4,18.5,1,1,3.3,1,1,1,78,1,1
"hsa_miR_139_5p",1,5.5,2,10,1,1,1,25.3,1,52.9,6.2,1,1,1,1,1.8,7.5,17.8,5.5,11.6,1,21.8,9.4,14.3,1,1,5.3,3.3,1,13.4,16.7,1,15,1,4.9,1.8,1,24.3,1.2,1
"hsa_miR_1253",1,53.9,12.4,20.8,16.2,18.5,1,51.7,1,68.8,31.1,1,1,6.8,1,1.8,1,1,1,41.9,1,37.9,24.7,1,36,13.2,9.3,34.7,7.6,33.4,4.3,1,6.6,1,1,8.6,1,18.9,1,1
"hsa_miR_568",1,102.4,20.1,35.2,19.7,20.5,2.7,60.5,1,37,34.6,1,1,1,1,1,18.4,13.8,7,79.7,1,37.9,24.7,5.2,20,13.2,1,12.7,2,29.4,4.3,1,1,1,1,1,1,51.2,1,1
"hsa_miR_629",1,102.4,33.1,28,12.7,18.5,1,95.7,1,1,31.1,1,1,10.6,1,8.1,22.7,13.8,1,72.1,1,17.7,11.9,1,8.6,1.8,1,19,5.7,65.5,11.4,1,1,1,1,18.2,1,72.6,1,1
"ebv_miR_BART20_3p",1,118.5,30.5,38.8,12.7,40,1,51.7,14.2,1,24,1,1,1,1,1,1,42.2,4,79.7,1,50.1,1,1,26.9,8.7,1.3,31.6,7.6,45.5,7.9,1,5.2,14.2,1,1,1,51.2,1,1
"hsa_miR_1286",1,78.2,7.2,20.8,30.1,8.7,1,69.3,1.5,1,34.6,1,1,4.2,1,1,20.6,46.3,1,79.7,9.7,46,1.7,19.8,8.6,22.3,1,34.7,1,37.4,14.9,1,1,1,1,3.1,1,24.3,1,1
"ebv_miR_BART6_3p",1,62,30.5,17.2,30.1,4.8,1,69.3,9.1,1,45.3,1,1,3,1,1.8,5.3,38.1,1,117.5,5.9,58.2,14.5,1,13.2,15.5,5.3,12.7,1,33.4,7.9,1,15,4.6,1,1.8,1,72.6,1,1
"hsa_miR_22",1,29.7,20.1,6.4,23.1,1,9.5,86.9,1.5,1,24,1,1,1,1,1,27.1,13.8,8.5,57,7.1,13.7,1,7,22.3,4.1,1,6.4,20.7,37.4,4.3,1.8,6.6,4.6,1,1,1,61.9,1,1.5
"ebv_miR_BART19_3p",1,110.4,2,38.8,23.1,4.8,1,86.9,1,1,16.8,1,1,1,1,1,1,42.2,1,19.1,3.3,37.9,1,1,17.7,13.2,11.3,34.7,2,53.5,14.9,1,5.2,14.2,1,1,1,51.2,1,1
"hsa_miR_647",1,78.2,4.6,24.4,12.7,10.7,1,69.3,1,60.9,16.8,1,1,10.6,1,1,5.3,13.8,1,87.3,1,46,1.7,1.5,4.1,6.4,1,12.7,1,5.4,23.8,1,1,1,1,4.5,1,56.5,1,1
"hsa_miR_1259",1,37.8,12.4,31.6,23.1,20.5,1,86.9,1,100.6,63.1,1,1,3,1,1,1,30,1,87.3,1,1,6.8,1.5,10.9,4.1,1,25.3,1,21.4,13.2,1,2.4,1,1,1,1,18.9,1,1
"hiv1_miR_N367",1,29.7,12.4,28,23.1,1,1,69.3,1,92.7,20.4,1,1,4.2,1,5,5.3,26,1,26.7,1,25.8,1,1,1,13.2,1,22.2,2,45.5,4.3,1,1,1.9,1,1,1,78,1,1
"hsa_miR_101",1,45.9,14.9,24.4,26.6,6.8,1,34.1,1,100.6,6.2,1,1,5.5,1,1,3.1,26,1,49.4,1,42,1,1,26.9,1.8,1.3,1,1,21.4,22,1,1,4.6,1,10,1,51.2,1,1
"hsa_miR_656",1,94.3,20.1,28,37.1,10.7,1,34.1,2.8,1,48.8,1,1,4.2,1,1,9.7,17.8,8.5,57,1,46,6.8,3.3,22.3,8.7,1,9.6,3.8,69.5,18.5,1,6.6,14.2,1,1,1,40.4,1,1
"hsa_miR_1272",1,37.8,27.9,31.6,19.7,22.4,1,60.5,1,1,34.6,1,1,4.2,1,16,7.5,34.1,1,57,5.9,54.1,11.9,18,24.6,13.2,1.3,34.7,20.7,37.4,11.4,1,5.2,10.1,1,3.1,1,67.3,1,1
"hsa_miR_650",1,53.9,14.9,13.6,30.1,28.3,1,148.5,1.5,1,38.2,1,1,8.1,1,1,9.7,5.7,1,117.5,1,54.1,1,1,20,6.4,1.3,28.4,3.8,45.5,2.5,1,1,1,1,1,1,56.5,1,1
"hsa_miR_1277",1,86.2,22.7,35.2,33.6,22.4,7.6,60.5,1,1,48.8,1,1,5.5,1,1.8,22.7,62.5,1,41.9,3.3,46,9.4,12.5,22.3,1,1,6.4,1,61.5,1,1,2.4,1,1,1.8,1,83.4,1,1
"hsa_miR_135a",42.1,37.8,4.6,1,12.7,8.7,1,51.7,1,1,16.8,1,1,1,7.5,1,1,26,1,11.6,1,46,1.7,3.3,4.1,1,5.3,6.4,1,13.4,1,1,53,30.7,1,1,1,29.7,1,1
"hsa_miR_154",1,45.9,1,35.2,5.7,8.7,1,16.5,4.1,1,27.5,1,1,5.5,1,30.3,1,1.6,5.5,26.7,1,29.8,1.7,1,1,6.4,1,1,7.6,33.4,6.1,4.6,1,1.9,1,1,14.4,24.3,1,1
"hsa_miR_577",1,53.9,12.4,35.2,12.7,12.6,1,78.1,6.6,1,41.7,1,1,3,1,1,9.7,21.9,13.1,94.8,3.3,46,1,8.8,26.9,10.9,5.3,12.7,7.6,41.5,2.5,1,1,10.1,1,5.9,1,51.2,1,1
"hsa_miR_1282",1,45.9,17.5,28,12.7,14.6,1,51.7,1,100.6,13.3,1,1,3,1,1,1,38.1,1,57,1,42,1,1,17.7,1,5.3,9.6,7.6,13.4,4.3,1,1,1,1,1,1,24.3,1,1
"hsa_miR_1201",1,29.7,1,17.2,12.7,18.5,1,42.9,1,60.9,59.5,1,1,8.1,1,1.8,5.3,21.9,1,64.6,1,33.9,1,1.5,6.4,1,1,9.6,11.3,25.4,2.5,1,3.8,3.3,1,1,1,40.4,1,1
"hsa_miR_1183",1,37.8,27.9,28,19.7,16.5,1,25.3,1,92.7,31.1,1,1,4.2,1,5,1,9.7,1,57,1,5.6,22.1,7,13.2,1.8,1,25.3,1,17.4,11.4,1,1,1,1,1,1,13.5,1,1
"hsa_miR_30d",1,37.8,20.1,17.2,19.7,1,1,78.1,1,1,38.2,1,2.6,4.2,1,1,1,21.9,7,41.9,1,9.6,1,1,17.7,4.1,1,15.9,1,45.5,1,1,6.6,1,1,1,6.1,61.9,1,1
"hsa_miR_1254",1,78.2,25.3,20.8,23.1,22.4,1,51.7,1,1,24,1,1,11.9,1,1,3.1,38.1,2.5,79.7,2,25.8,1,1.5,1,15.5,7.3,31.6,3.8,45.5,9.6,4.6,8,1,1,4.5,1,67.3,1,1
"hsa_miR_1827",1,53.9,9.8,20.8,16.2,26.3,1,69.3,4.1,1,24,1,1,3,1,1.8,11.8,30,1,57,1,78.4,1,10.7,6.4,13.2,1.3,15.9,11.3,61.5,7.9,1,10.8,8.7,1,1,1,67.3,1,1
"hsa_miR_491_3p",1,70.1,22.7,10,23.1,1,1,25.3,7.9,68.8,20.4,1,1,9.3,1,1,9.7,5.7,1,49.4,5.9,9.6,6.8,5.2,15.5,1.8,3.3,3.3,17,29.4,1,1,10.8,1.9,1,1,1,45.8,1,1
"hsa_miR_582_5p",1,45.9,38.2,28,16.2,6.8,1,34.1,1,1,20.4,1,1,1.7,1,1,5.3,17.8,1,87.3,7.1,29.8,4.3,1,24.6,20,1,19,17,41.5,4.3,1,5.2,7.4,1,1,1,56.5,1,1
"hsa_miR_515_5p",1,70.1,17.5,13.6,37.1,2.8,1,104.5,1,1,41.7,1,1,1,1,8.1,1,13.8,1,79.7,5.9,54.1,6.8,1,20,6.4,1.3,22.2,7.6,33.4,14.9,1,3.8,1,1,1,1,45.8,1,1
"ebv_miR_BART5",1,70.1,1,38.8,19.7,8.7,1,42.9,1,84.7,6.2,1,1,4.2,1,1,1,1,1,41.9,5.9,42,1,1.5,1,8.7,1.3,6.4,1,41.5,2.5,1,1,1,1,1,1,40.4,1,1
"hsa_miR_1180",5.3,53.9,1,13.6,9.2,8.7,1,25.3,1,1,27.5,1,41.1,6.8,1,5,1,1,1,41.9,1,13.7,1,8.8,1,1,1,6.4,1,1.4,1,1,8,8.7,1,1,1,45.8,1,1
"hsa_miR_548j",1,62,30.5,13.6,30.1,8.7,4.7,69.3,1,1,59.5,1,1,13.1,1,1,14,50.3,1,57,4.6,46,6.8,5.2,22.3,6.4,5.3,15.9,1,37.4,18.5,1,13.6,1,1,1,1,88.8,1,1
"hsa_miR_542_5p",1,53.9,48.6,28,19.7,4.8,1,25.3,1,1,16.8,1,1,1,1,1.8,31.5,26,2.5,34.3,3.3,33.9,4.3,1,20,17.8,5.3,44.2,1,89.6,11.4,1,1,3.3,1,1,1,72.6,1,1
